date,group,sensor,frame,frame_index,group_frame_count,actual_bytes,expected_bytes,index_path,pack_path
20260615,group_025,dpct高位机,1781513073_155468244.bin,638,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513073_260802562.bin,639,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513073_355557054.bin,640,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513073_455374109.bin,641,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513073_555378625.bin,642,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513073_655764303.bin,643,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513073_755847125.bin,644,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513073_855486543.bin,645,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513073_955320591.bin,646,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513074_055346995.bin,647,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513074_155315479.bin,648,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513074_256171377.bin,649,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513074_355349664.bin,650,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513074_455793039.bin,651,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513074_556515366.bin,652,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513074_655379852.bin,653,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513074_755816060.bin,654,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513074_855294386.bin,655,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513074_955670624.bin,656,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513075_055816712.bin,657,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513075_155298783.bin,658,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513075_255313283.bin,659,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513075_356860944.bin,660,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513075_455327436.bin,661,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513075_555326896.bin,662,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513075_655336085.bin,663,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513075_755500285.bin,664,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513075_855327677.bin,665,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513075_955320801.bin,666,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513076_055308549.bin,667,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513076_156167519.bin,668,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513076_255290733.bin,669,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513076_355606329.bin,670,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513076_456843038.bin,671,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
20260615,group_025,dpct高位机,1781513076_556537050.bin,672,1002,0,1048576,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_025/dpct高位机/Bin/frames.binpack
