date,group,sensor,frame,frame_index,group_frame_count,mean_exponent,group_median_mean_exponent,group_mad_mean_exponent,fraction_exp_ge4,fraction_exp_ge8,fraction_exp_eq15,max_exponent,index_path,pack_path,abs_mean,abs_p99,abs_max
20260615,group_029,dpct高位机,1781515484_229599466.bin,263,1118,2.12579345703125,0.01825714111328125,5.340576171875e-05,0.19991302490234375,0.14124298095703125,0.029266357421875,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,956.4967651367188,25428.22265625,46340.94921875
20260615,group_029,dpct高位机,1781515484_430641363.bin,265,1118,3.06072998046875,0.01825714111328125,5.340576171875e-05,0.2859954833984375,0.203521728515625,0.04207611083984375,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1455.53564453125,29939.9609375,46338.12109375
20260615,group_029,dpct高位机,1781515484_533388129.bin,266,1118,2.945911407470703,0.01825714111328125,5.340576171875e-05,0.2759742736816406,0.19644927978515625,0.040706634521484375,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1354.2742919921875,29287.87890625,46340.94921875
20260615,group_029,dpct高位机,1781515484_633503235.bin,267,1118,2.716632843017578,0.01825714111328125,5.340576171875e-05,0.25501251220703125,0.18133163452148438,0.038402557373046875,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1227.75830078125,28174.61328125,46236.32421875
20260615,group_029,dpct高位机,1781515484_733487188.bin,268,1118,2.839111328125,0.01825714111328125,5.340576171875e-05,0.267303466796875,0.18893814086914062,0.038600921630859375,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1305.853271484375,29107.548828125,46160.28515625
20260615,group_029,dpct高位机,1781515484_833658012.bin,269,1118,2.824779510498047,0.01825714111328125,5.340576171875e-05,0.26790618896484375,0.18809890747070312,0.038776397705078125,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1210.2340087890625,28054.205078125,46340.94921875
20260615,group_029,dpct高位机,1781515484_934650412.bin,270,1118,0.3709068298339844,0.01825714111328125,5.340576171875e-05,0.03314208984375,0.0238189697265625,0.005039215087890625,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,162.41603088378906,3471.6064453125,45801.08984375
20260615,group_029,dpct高位机,1781515492_919028216.bin,333,1118,2.822345733642578,0.01825714111328125,5.340576171875e-05,0.2659645080566406,0.18749618530273438,0.03910064697265625,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1269.8289794921875,28678.57421875,46335.29296875
20260615,group_029,dpct高位机,1781515493_019139750.bin,334,1118,2.820873260498047,0.01825714111328125,5.340576171875e-05,0.2662811279296875,0.18762588500976562,0.0391387939453125,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1263.4310302734375,28686.0,46329.63671875
20260615,group_029,dpct高位机,1781515493_119587309.bin,335,1118,2.8268356323242188,0.01825714111328125,5.340576171875e-05,0.2662239074707031,0.18804931640625,0.039730072021484375,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1280.8306884765625,28897.806640625,46340.94921875
20260615,group_029,dpct高位机,1781515493_219231409.bin,336,1118,2.8341941833496094,0.01825714111328125,5.340576171875e-05,0.26660919189453125,0.18911361694335938,0.03961181640625,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1286.28759765625,28954.185546875,46335.29296875
20260615,group_029,dpct高位机,1781515493_736416288.bin,337,1118,2.8248977661132812,0.01825714111328125,5.340576171875e-05,0.26615142822265625,0.18819046020507812,0.040134429931640625,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1246.1041259765625,28343.740234375,46326.80859375
20260615,group_029,dpct高位机,1781515493_939272644.bin,338,1118,2.8277969360351562,0.01825714111328125,5.340576171875e-05,0.2670402526855469,0.18845367431640625,0.038299560546875,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1296.351318359375,29068.123046875,46326.80859375
20260615,group_029,dpct高位机,1781515494_039306898.bin,339,1118,2.827861785888672,0.01825714111328125,5.340576171875e-05,0.2682228088378906,0.18848037719726562,0.0386962890625,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1206.9571533203125,27729.5,46332.46484375
20260615,group_029,dpct高位机,1781515494_139416574.bin,340,1118,2.947437286376953,0.01825714111328125,5.340576171875e-05,0.2769737243652344,0.1961517333984375,0.040924072265625,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1350.12841796875,29258.876953125,46338.12109375
20260615,group_029,dpct高位机,1781515494_239518825.bin,341,1118,2.705852508544922,0.01825714111328125,5.340576171875e-05,0.2542381286621094,0.17985916137695312,0.038219451904296875,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1218.51416015625,28120.62890625,46338.12109375
20260615,group_029,dpct高位机,1781515494_339405721.bin,342,1118,2.835590362548828,0.01825714111328125,5.340576171875e-05,0.26697540283203125,0.18867874145507812,0.038761138916015625,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1300.886474609375,28942.009765625,46338.12109375
20260615,group_029,dpct高位机,1781515494_440159477.bin,343,1118,2.8213768005371094,0.01825714111328125,5.340576171875e-05,0.2669486999511719,0.18756103515625,0.03903961181640625,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1215.7313232421875,27889.28125,46329.63671875
20260615,group_029,dpct高位机,1781515494_540821541.bin,344,1118,2.9443397521972656,0.01825714111328125,5.340576171875e-05,0.27593994140625,0.1962127685546875,0.041423797607421875,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1360.4169921875,29561.89453125,46298.54296875
20260615,group_029,dpct高位机,1781515494_642385574.bin,345,1118,2.7079238891601562,0.01825714111328125,5.340576171875e-05,0.25453948974609375,0.17998123168945312,0.03853607177734375,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1223.9678955078125,28463.44140625,46338.12109375
20260615,group_029,dpct高位机,1781515494_739591176.bin,346,1118,2.8301162719726562,0.01825714111328125,5.340576171875e-05,0.2659492492675781,0.18805313110351562,0.0389556884765625,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1308.25390625,28813.03125,46338.12109375
20260615,group_029,dpct高位机,1781515494_839626283.bin,347,1118,2.832904815673828,0.01825714111328125,5.340576171875e-05,0.2686042785644531,0.18836212158203125,0.039264678955078125,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1220.38525390625,27717.94921875,46335.29296875
20260615,group_029,dpct高位机,1781515494_940588609.bin,348,1118,2.9469528198242188,0.01825714111328125,5.340576171875e-05,0.27614593505859375,0.196685791015625,0.041240692138671875,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1352.7518310546875,28933.64453125,46340.94921875
20260615,group_029,dpct高位机,1781515495_039654884.bin,349,1118,2.7178115844726562,0.01825714111328125,5.340576171875e-05,0.2556648254394531,0.18092727661132812,0.038303375244140625,15,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames_index.npz,/mnt/ssd/Huawei/20260615/data_collection/group_029/dpct高位机/Bin/frames.binpack,1227.517578125,28544.123046875,46261.8203125
